age,education_level,lived_in_urban_area,social_clas,household_member,household_income,household_expenditure,percent_monthly_expenditure_for_food,health_factor,price_factor,religious_value_in_type_of_food,religious_value_in_eating_places,religious_value_in_consumption_pattern,custom_value_in_type_of_food,custom_value_in_eating_places,custom_value_in_consumption_pattern,practice_of_food_consumption_based_on_religious_rules,practice_of_food_consumption_based_on_custom_rules,buying_food_product_in_the_right_place_based_on_religious_rules,type_of_dishes_variation_based_on_religious_rules,practice_of_consuming_traditional_food,city_Bandung,city_Denpasar,city_Jakarta,city_Makasar,city_Surabaya,province_Bali,province_DKI Jakarta,province_East Java,province_South Sulawesi,province_West Java,gender_Male,ethnic_Bali,ethnic_Batak,ethnic_Bugis,ethnic_Java,ethnic_Madura,ethnic_Minang,ethnic_Other,ethnic_Sunda,religion_Budha,religion_Catholic,religion_Hindu,religion_Islam,religion_Other,religion_Protestant,occupation_Enterpreneur,occupation_Government Employees,occupation_Independent Worker,occupation_Police Officer‎/Army,occupation_Private Employees,occupation_Teacher‎/Lecturer,time_of_income_receipt_Daily,time_of_income_receipt_Monthly,time_of_income_receipt_Weekly
50,1,10,1,6,2.09,2.05,58,2,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
34,0,34,1,6,5.06,5.02,34,3,3,3,4,3,3,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32,4,32,2,5,11.02,10.08,26,2,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
38,3,38,0,6,3.07,3.03,57,3,4,3,2,3,3,2,2,2,4,3,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
31,3,31,2,6,10.06,10.02,24,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
36,5,36,2,6,5.06,5.02,27,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
52,5,12,0,6,3.04,3.0,67,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
59,0,29,1,6,6.08,6.04,36,2,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49,4,32,1,7,4.08,4.04,42,2,2,2,4,2,2,4,4,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
43,3,21,0,6,2.09,2.05,73,1,1,3,2,3,3,2,2,2,1,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
54,3,24,0,6,3.05,3.01,41,2,2,2,3,2,2,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
61,3,31,1,6,5.07,5.03,33,1,1,4,2,4,4,2,2,2,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
29,3,9,2,6,11.03,10.09,19,2,2,3,3,3,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
42,3,23,0,6,2.07,2.03,69,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
62,2,12,2,5,10.01,9.07,23,2,2,4,3,4,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
46,3,26,2,6,12.05,12.04,25,3,3,4,3,4,4,3,3,3,3,4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28,2,18,0,5,3.04,3.03,57,1,1,2,3,2,3,3,3,3,1,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
38,5,38,1,5,6.08,6.07,43,3,3,3,4,3,4,4,4,4,3,4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
43,3,43,1,6,4.08,4.07,38,2,2,2,4,2,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
51,3,31,0,6,2.09,2.08,61,2,2,3,4,3,4,4,4,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
60,4,20,1,7,3.05,3.04,58,4,4,4,3,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
30,2,10,1,5,5.07,5.06,34,2,2,4,3,4,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
35,3,25,2,6,11.03,11.02,26,2,2,4,4,4,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
30,3,30,0,6,2.07,2.06,57,3,3,3,4,3,2,2,2,2,3,2,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
37,2,37,2,6,10.01,10.0,24,2,2,4,3,4,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
31,2,31,2,6,12.05,12.04,27,4,4,4,3,4,2,4,4,4,4,2,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36,2,36,1,6,3.08,3.07,67,3,3,4,3,1,1,4,4,4,3,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
43,4,43,1,7,6.02,6.01,36,2,2,4,3,2,2,4,4,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
63,3,13,1,6,5.08,5.07,42,2,2,4,2,3,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
45,3,25,0,6,3.01,3.0,73,1,2,4,3,4,4,4,4,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,3,30,0,6,3.04,3.03,41,1,2,4,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
37,3,37,1,6,5.06,5.05,33,1,1,4,3,3,3,3,3,3,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
39,3,39,2,6,12.01,12.0,19,2,2,4,3,2,2,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
35,2,35,0,5,2.09,2.08,69,1,4,4,4,3,3,4,4,4,4,3,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
31,3,31,0,6,10.03,10.02,23,1,3,4,3,2,2,3,3,3,3,2,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
36,2,36,1,5,14.02,14.01,25,2,2,4,4,4,4,4,4,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
52,2,29,1,5,3.04,3.01,58,1,1,3,3,3,3,3,3,3,1,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
59,1,39,2,6,6.07,6.04,44,2,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
43,1,12,0,6,5.08,5.05,35,1,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
30,2,30,0,5,2.03,2.0,59,1,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,3,38,1,6,4.09,4.06,65,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
30,3,30,1,6,5.09,5.06,41,1,1,4,3,4,4,3,3,3,1,4,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
34,3,34,2,6,11.04,11.01,26,3,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
28,3,28,2,6,3.0,2.07,76,3,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
36,3,26,2,6,15.07,15.04,22,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
45,4,15,1,7,13.02,12.09,18,3,3,3,4,3,3,4,4,4,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
59,0,29,0,6,3.08,3.05,57,1,1,2,4,2,2,4,4,4,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
41,3,41,1,6,6.02,5.09,43,3,3,4,4,4,4,4,4,4,3,4,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
62,3,26,1,6,5.08,5.04,38,2,2,3,2,3,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40,0,30,0,6,3.01,2.07,61,0,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
26,3,26,0,6,3.04,3.0,58,1,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
42,5,22,1,5,5.06,5.02,34,2,2,4,2,4,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
31,3,31,2,6,12.01,11.07,26,4,2,2,3,2,2,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
36,5,28,0,5,2.09,2.05,57,1,3,3,2,3,3,2,2,2,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
46,2,21,2,5,10.03,9.09,24,2,2,2,3,2,2,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
59,2,19,2,6,14.02,13.08,27,4,4,3,2,3,3,2,2,2,4,3,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40,1,40,0,6,3.04,3.01,67,2,3,2,3,2,2,3,3,3,3,2,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
41,1,41,1,7,6.07,6.04,36,2,2,1,3,1,1,3,3,3,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
54,2,12,1,5,5.08,5.05,42,2,2,2,3,2,2,3,3,3,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
61,2,26,0,6,2.03,2.0,73,1,2,3,4,3,3,4,4,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
32,3,32,1,6,4.09,4.06,41,2,2,4,4,4,4,4,4,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
26,3,26,1,6,5.09,5.06,33,1,1,4,4,4,2,4,4,4,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
62,1,19,2,6,11.04,11.01,19,2,2,4,4,4,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
30,3,30,0,6,3.0,2.06,69,2,4,2,4,2,2,3,3,3,4,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
41,4,41,2,7,15.07,15.03,23,3,3,3,4,3,3,2,2,2,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
27,3,27,2,6,13.02,12.08,25,1,1,2,4,2,2,2,2,3,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35,5,35,0,6,3.08,3.04,57,1,2,3,4,3,4,2,2,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28,3,28,1,6,6.02,5.08,43,2,2,4,2,4,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
36,3,36,1,6,5.08,5.04,38,2,2,4,3,4,3,2,2,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
38,2,38,0,6,3.01,2.07,61,2,3,4,2,4,3,2,2,4,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
63,2,23,0,5,3.04,3.0,58,1,1,3,3,3,3,2,2,4,1,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,3,30,1,6,5.06,5.02,34,3,3,4,2,4,3,2,2,2,3,3,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
43,2,43,2,5,12.01,11.07,26,2,2,4,3,4,4,2,2,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
40,2,40,0,5,2.09,2.05,57,1,2,4,3,4,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
33,2,33,2,6,10.03,9.09,24,4,4,4,3,4,4,2,2,3,4,4,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
31,2,31,2,6,14.02,13.08,27,2,2,3,4,3,2,2,2,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
36,4,36,0,6,3.04,3.0,67,2,2,2,4,2,3,2,2,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
52,4,36,1,6,6.07,6.03,36,3,3,4,4,4,2,2,2,4,3,2,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
59,2,29,1,6,5.08,5.04,42,2,2,4,2,4,4,2,2,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
38,5,38,0,7,2.03,1.09,73,2,4,4,3,4,3,2,2,4,4,3,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
40,5,40,1,6,4.09,4.05,41,3,3,3,2,3,4,2,2,2,3,4,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
53,5,53,1,6,5.09,5.05,33,2,2,4,3,4,4,2,2,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
42,3,42,2,6,11.04,11.0,19,2,2,3,2,3,4,2,2,2,2,4,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
48,3,48,0,6,3.0,2.06,69,1,2,4,1,4,2,1,1,1,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
45,3,45,2,6,15.07,15.03,23,2,2,4,2,4,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
40,5,40,2,5,13.02,13.01,25,1,1,4,3,4,2,3,3,3,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
50,5,50,0,6,3.04,3.03,58,1,2,2,2,2,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
30,2,30,1,5,6.08,6.07,44,4,4,3,2,3,2,2,2,2,4,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
45,2,45,1,5,4.08,4.07,35,3,3,2,3,2,1,3,3,3,3,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,5,25,0,6,2.09,2.08,59,0,2,4,4,4,2,4,4,4,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,2,29,0,6,3.05,3.04,65,1,1,3,2,3,3,2,2,2,1,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
31,4,31,1,7,5.07,5.06,41,2,2,4,3,4,4,3,3,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
36,2,36,2,5,11.03,11.02,26,1,1,3,2,3,2,2,2,2,1,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
52,2,52,0,6,2.07,2.06,76,2,2,4,3,4,3,3,3,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
59,2,39,2,6,10.01,10.0,22,2,2,4,2,3,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
54,2,27,2,6,12.05,12.04,18,2,2,4,3,4,3,2,2,3,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
62,2,32,0,6,3.02,3.01,57,1,3,4,3,3,2,2,2,3,3,2,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
41,2,41,1,6,6.02,6.01,43,1,1,4,3,4,4,2,2,3,1,4,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
36,4,32,1,7,6.04,6.03,38,3,3,4,4,3,3,2,2,4,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
23,2,23,0,6,3.07,3.06,61,1,2,4,4,4,3,2,2,4,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
49,2,29,1,6,5.09,5.08,58,2,2,3,4,3,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22,2,22,1,6,6.07,6.06,34,4,4,4,2,4,3,2,2,3,4,3,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
42,1,32,2,6,10.09,10.08,26,2,2,4,3,4,3,2,2,2,2,3,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
31,0,31,0,6,3.09,3.08,57,2,2,4,2,4,4,2,2,3,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
36,2,31,2,5,9.08,9.07,24,3,3,3,3,3,4,2,2,4,3,4,3,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
52,1,28,2,6,9.06,9.05,27,2,2,2,2,2,4,2,2,4,2,4,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
59,2,29,0,5,3.06,3.03,67,2,4,3,3,3,2,2,2,4,4,2,4,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,5,37,1,5,5.07,5.04,36,3,3,2,4,2,3,2,2,3,3,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
38,3,22,1,6,6.04,6.01,42,2,2,4,2,4,2,2,2,4,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
54,5,23,0,5,3.04,3.01,73,1,2,4,3,4,4,2,2,4,2,4,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
50,3,50,0,6,2.09,2.06,41,2,2,4,2,4,3,2,2,4,2,3,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
22,3,22,1,6,5.06,5.03,33,2,2,4,4,4,4,3,3,3,2,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
29,3,29,2,6,11.02,10.09,19,1,1,4,4,4,3,2,2,2,1,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
49,1,31,0,6,3.07,3.04,69,1,2,4,4,4,4,2,2,3,2,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
35,5,35,2,6,10.06,10.03,23,4,4,4,4,4,3,1,1,3,4,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
30,2,30,2,7,11.02,10.09,25,3,3,4,4,4,4,2,2,3,3,4,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
51,1,31,0,6,3.08,3.05,57,1,2,4,4,4,3,2,2,4,2,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
