age,education_level,lived_in_urban_area,social_clas,household_member,household_income,household_expenditure,percent_monthly_expenditure_for_food,health_factor,price_factor,religious_value_in_type_of_food,religious_value_in_eating_places,religious_value_in_consumption_pattern,custom_value_in_type_of_food,custom_value_in_eating_places,custom_value_in_consumption_pattern,practice_of_food_consumption_based_on_religious_rules,practice_of_food_consumption_based_on_custom_rules,buying_food_product_in_the_right_place_based_on_religious_rules,type_of_dishes_variation_based_on_religious_rules,practice_of_consuming_traditional_food,city_Bandung,city_Denpasar,city_Jakarta,city_Makasar,city_Surabaya,province_Bali,province_DKI Jakarta,province_East Java,province_South Sulawesi,province_West Java,gender_Male,ethnic_Bali,ethnic_Batak,ethnic_Bugis,ethnic_Java,ethnic_Madura,ethnic_Minang,ethnic_Other,ethnic_Sunda,religion_Budha,religion_Catholic,religion_Hindu,religion_Islam,religion_Other,religion_Protestant,occupation_Enterpreneur,occupation_Government Employees,occupation_Independent Worker,occupation_Police Officer‎/Army,occupation_Private Employees,occupation_Teacher‎/Lecturer,time_of_income_receipt_Daily,time_of_income_receipt_Monthly,time_of_income_receipt_Weekly
54,4,23,0,7,3.08,3.05,57,3,4,4,3,4,4,2,2,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50,5,30,1,8,6.02,5.09,43,3,4,4,4,4,4,2,2,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
34,4,34,1,7,5.08,5.04,38,2,4,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
39,4,39,0,7,3.01,2.07,61,2,3,3,3,3,3,2,2,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31,4,31,0,7,3.04,3.0,58,2,4,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
27,4,27,1,7,5.06,5.02,34,2,2,3,3,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
37,2,37,2,5,12.01,11.07,26,3,1,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
56,4,17,0,6,2.09,2.05,57,2,4,1,4,1,1,4,4,4,2,1,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
54,4,27,2,6,10.03,9.09,24,4,1,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
62,1,21,2,6,14.02,13.08,27,2,1,3,3,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
56,5,26,0,6,3.04,3.01,67,2,0,4,3,4,4,2,2,3,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
51,2,21,1,5,6.07,6.04,36,2,3,2,3,2,2,2,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
37,3,13,1,6,5.08,5.05,42,3,3,3,4,3,3,2,2,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
42,2,22,0,5,2.03,2.0,73,1,4,2,4,2,2,2,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
49,2,26,1,5,4.09,4.06,41,3,3,3,4,3,3,2,2,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
54,3,35,1,6,5.09,5.06,33,2,2,4,4,4,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
33,3,13,2,6,11.04,11.01,19,2,2,4,4,4,4,2,2,3,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27,4,12,0,7,3.0,2.06,69,2,4,2,4,2,3,2,2,2,4,3,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
35,5,35,2,6,15.07,15.03,23,2,1,3,4,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36,4,11,2,6,13.02,12.08,25,3,0,2,2,2,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,4,26,0,7,3.08,3.04,58,3,3,3,1,3,3,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
63,5,19,1,8,6.02,5.08,44,2,2,4,2,4,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
26,4,26,1,7,5.08,5.04,35,4,4,4,3,4,4,3,3,3,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
30,4,30,0,7,3.01,2.07,59,1,3,4,4,4,4,4,4,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
34,4,34,0,7,3.04,3.0,65,2,2,3,4,3,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
32,4,32,1,7,5.06,5.02,41,2,2,4,4,4,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
33,2,33,2,5,12.01,11.07,26,4,0,4,2,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31,3,31,0,6,2.09,2.05,76,1,2,4,3,4,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
32,4,32,2,6,10.03,9.09,22,3,0,4,2,4,4,3,3,3,1,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31,4,31,2,6,14.02,13.08,18,2,1,3,3,3,3,2,2,4,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
27,5,27,0,6,3.04,3.0,57,2,4,4,4,4,4,2,2,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
28,2,28,1,5,6.07,6.03,43,3,3,4,4,4,4,2,2,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
56,5,18,1,6,5.08,5.04,38,1,1,2,4,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
55,2,26,0,5,2.03,1.09,61,2,4,3,3,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
47,2,12,1,5,4.09,4.05,58,2,2,2,4,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,3,28,1,6,5.09,5.05,34,2,2,3,4,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
48,3,27,2,6,11.04,11.0,26,3,3,2,4,2,2,2,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
29,4,29,0,7,3.0,2.06,57,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
39,3,31,2,6,15.07,15.03,24,3,3,2,3,2,2,2,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
53,3,20,2,6,13.02,13.01,27,2,2,3,2,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
57,4,28,0,7,3.08,3.07,67,0,2,4,4,4,4,2,2,4,2,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
46,5,24,1,8,6.02,6.01,36,4,4,2,4,2,2,2,2,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
53,4,13,1,7,5.08,5.07,42,2,2,3,4,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
58,4,18,0,7,3.01,3.0,73,0,2,4,3,4,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
45,4,30,0,7,3.04,3.03,41,1,4,4,4,4,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
54,4,21,1,7,5.06,5.05,33,2,2,2,2,2,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
35,2,35,2,5,12.01,12.0,19,4,4,3,4,3,4,4,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
29,3,29,0,6,2.09,2.08,69,0,3,2,3,2,2,3,3,3,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
29,3,29,2,6,10.03,10.02,23,2,2,3,3,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
62,5,37,2,6,14.02,14.01,25,2,2,4,3,4,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
54,5,25,0,6,3.04,3.03,57,2,2,4,3,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
37,2,21,1,5,6.07,6.06,43,1,1,4,2,4,2,2,2,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
39,4,23,1,6,5.08,5.07,38,2,2,3,3,3,1,2,2,3,2,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
28,2,28,0,5,2.03,2.02,61,2,2,4,3,4,2,2,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
31,2,31,1,5,4.09,4.08,58,2,2,4,3,4,3,2,2,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
28,4,25,1,6,5.09,5.08,34,3,2,4,4,4,4,2,2,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,5,21,2,6,11.04,11.03,26,3,1,4,4,4,2,2,2,4,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
64,4,23,0,7,3.0,2.09,57,3,3,3,4,3,3,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
54,3,28,2,6,15.07,15.06,24,2,2,2,4,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
62,3,31,2,6,13.02,13.01,27,4,2,4,4,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
50,4,20,1,7,3.04,3.01,67,4,4,2,2,2,2,2,2,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
38,5,8,1,8,6.08,6.05,36,2,2,4,3,4,4,3,3,3,2,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
33,4,7,1,7,4.08,4.05,42,2,2,3,2,3,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
27,4,27,0,7,2.09,2.06,73,3,3,4,3,3,3,1,1,1,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
43,4,23,0,7,3.05,3.02,41,2,1,4,4,3,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
49,4,19,1,7,5.07,5.04,33,4,2,4,4,3,3,3,3,3,4,3,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
40,2,40,2,5,11.03,11.0,19,3,2,4,4,3,3,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
35,3,35,0,6,2.07,2.04,69,2,2,4,3,4,4,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
29,3,29,0,6,10.01,9.08,23,4,2,4,4,4,4,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
57,4,7,1,6,12.05,12.02,25,4,2,4,4,4,4,2,2,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
34,4,34,1,6,3.02,2.09,58,4,2,2,4,2,2,2,2,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
28,5,28,2,6,6.02,5.09,44,1,1,4,4,3,3,3,3,3,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
34,4,34,0,7,6.04,6.0,35,1,2,4,3,2,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
55,3,55,0,6,3.07,3.03,59,4,4,4,2,4,4,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
46,3,26,1,6,5.09,5.05,65,3,3,4,4,3,3,4,4,4,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30,5,30,1,6,6.07,6.03,41,2,2,4,4,4,4,4,4,4,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41,4,41,2,6,10.09,10.05,26,1,1,4,4,3,3,4,4,4,1,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
26,4,26,2,6,3.09,3.05,76,4,0,4,2,4,4,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
29,2,29,2,5,9.08,9.04,22,3,0,4,3,4,4,3,3,3,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31,4,31,1,6,9.06,9.02,18,2,2,4,4,4,4,2,2,2,2,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
36,2,36,0,5,3.06,3.03,57,2,3,2,4,2,2,3,3,3,3,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
52,2,52,1,5,5.07,5.04,43,2,2,3,2,3,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
60,3,21,1,6,6.04,6.01,38,4,1,2,3,2,2,1,1,1,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
54,3,35,0,6,3.04,3.01,61,2,2,3,2,3,3,2,2,2,4,3,4,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
41,4,41,0,7,2.09,2.06,58,1,2,2,3,2,2,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
60,2,26,1,5,5.06,5.03,34,4,2,1,4,1,1,4,4,4,4,1,4,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
27,3,27,2,6,11.02,10.09,26,3,0,2,4,2,2,2,2,2,3,2,3,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
52,3,22,0,6,3.07,3.03,57,1,1,3,4,3,3,3,3,3,1,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
56,3,34,2,6,10.06,10.02,24,3,3,4,3,4,4,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
45,5,13,2,6,11.02,10.08,27,2,0,4,4,2,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
30,4,30,0,6,3.08,3.04,67,2,4,4,4,3,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
61,4,45,1,7,6.02,5.08,36,4,4,4,4,2,2,3,3,3,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25,3,25,1,6,5.08,5.04,42,2,2,4,4,3,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
25,3,25,0,6,3.01,2.07,73,2,2,4,3,2,2,3,3,3,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
26,3,26,1,6,3.04,3.0,41,3,3,4,2,4,4,4,4,4,3,4,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
36,3,36,1,6,5.06,5.02,33,2,2,3,4,3,3,4,4,4,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
52,3,27,2,6,12.01,11.07,19,4,4,3,4,3,3,4,4,4,4,3,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
64,2,39,0,5,2.09,2.05,69,2,3,4,2,4,3,2,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
54,3,32,2,6,10.03,9.09,23,4,2,4,3,4,3,3,3,3,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
40,2,40,2,5,14.02,13.08,25,4,2,2,2,2,3,2,2,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
60,2,43,0,5,3.04,3.0,57,2,2,3,3,3,4,3,3,3,2,4,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
35,5,35,1,6,6.07,6.03,43,4,2,2,2,2,4,2,2,2,4,4,4,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
56,4,34,1,6,5.08,5.04,38,4,1,3,1,3,4,1,1,1,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
49,4,31,0,7,2.03,1.09,61,2,2,4,2,4,2,2,2,2,4,2,4,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
38,2,38,0,5,4.09,4.05,58,4,2,4,4,4,3,3,3,3,4,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
31,3,31,1,6,5.09,5.05,34,3,2,4,4,4,2,2,2,2,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
36,3,36,2,6,11.04,11.0,26,3,0,3,2,3,4,2,2,3,2,4,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
52,4,32,0,6,3.0,2.06,57,2,1,4,3,4,3,2,2,3,4,3,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
59,4,38,2,6,15.07,15.03,24,4,1,4,2,4,4,2,2,3,4,1,4,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
43,5,43,2,6,13.02,13.01,27,3,0,4,4,4,3,2,2,4,3,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
47,4,47,0,7,3.04,3.03,67,2,2,4,4,4,4,2,2,4,2,1,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
28,4,28,1,6,6.08,6.07,36,4,1,3,4,3,3,2,2,4,4,3,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
48,5,48,1,6,4.08,4.07,42,4,2,4,2,4,4,2,2,2,4,4,4,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
36,4,21,0,6,2.09,2.08,73,2,1,3,3,3,3,2,2,3,2,3,2,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
39,5,39,1,6,3.05,3.04,41,2,1,4,4,4,4,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
53,5,53,1,6,5.07,5.06,33,3,4,4,4,4,4,3,3,3,3,2,3,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
57,2,17,2,5,11.03,11.02,19,4,1,2,4,2,2,2,2,2,4,2,4,4,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
